"AccountEnabled","DeviceId","DeviceOSType","DeviceOSVersion","DisplayName","DeviceTrustType","ApproximateLastLogonTimeStamp"
"True","42601148-0721-4d3e-a47a-fb2e0593cc40","Windows","Windows 10","PHRTSXALVSEC2","ServerAd","12/3/2021 11:58:40"
"True","fdd51d94-1a44-4ab9-be88-23ec0ec3263d","Windows","10.0.15063.0","PHARMAS-2HBTK0F","Workplace","7/10/2018 15:12:17"
"True","d15f6dae-2b59-425f-a96c-e5c2848302f7","IPhone","12.3.1","iPhone","Workplace","7/7/2019 10:32:06"
"True","97b633ef-ffec-485e-8fc2-4b4764bd7436","Windows","10.0.19042.1288","Teguar-043","ServerAd","3/14/2022 17:35:37"
"True","65afb14e-7228-41cf-b7fd-20ff20f86c6e","IPhone","14.2","iPhone de Julien ","Workplace","1/12/2021 17:27:56"
"True","52eb0c6a-4959-43dc-8b93-b90ff931caf2","Windows","10.0.19043.1288","DESKTOP-753L721",,
"True","2cf311f1-271e-4eda-b61d-0354dcaf2c2a","iOS","14.3","iPhone","Workplace","11/27/2021 02:32:35"
"True","fcae020a-b59f-458e-8720-3e690de5424c","Android","9.0","C_Darnley_Android_2/21/2022_9:52 PM",,
"True","0d2d6e85-2177-4038-b786-063a12b20c46","Windows","10.0.17134.471","PMSCYUL3PLAP070",,
"True","643cb26d-305a-44e7-a5c2-6ef3dfdc363c","IPhone","12.4.5","iPhone","Workplace","12/6/2020 13:28:04"
"True","ca4571cf-fdff-4baf-8a7b-63980e753486","IPhone","11.3.1","Louise-Marie Parenteau",,
"True","c7d02b52-1255-49f1-b54f-1e47ac042e75","IPad","13.2","Janet Puchinger's iPad","Workplace","1/27/2020 21:13:24"
"True","22f35653-91c3-4a35-b8f9-fc251e5be661","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP582","ServerAd","2/6/2019 14:41:25"
"True","fe0810e3-2398-4b45-97bc-c44cae93c106","Windows","10.0.15063.0","LAPROY-42CG3H2","Workplace","4/2/2018 17:11:08"
"True","5cef9e7c-a7b7-45eb-be4d-de306c295d54","Windows","10.0.15063.0","PMSCYUL1PLAP235","Workplace","3/1/2018 12:21:44"
"True","7ddf961f-823f-41de-8f04-4bd9294b3f8f","Android","10","samsungSM-G960W","Workplace","9/13/2021 18:08:22"
"True","a8c1a6a4-4d20-41ed-91e6-52ddbf78a674","Android","11","GooglePixel 2","Workplace","1/30/2021 17:54:04"
"True","50e36dfd-4164-4ece-9f9f-2527f70babba","Windows","10.0.18363.1198","PMSCYUL1PLAP103","ServerAd",
"True","bc55774d-463e-44d1-9597-22c14f1c1155","IPad","12.1.4","Chris?s iPad",,
"True","c222522f-3d2e-44a7-8ca8-e587efe95a89","IPhone","13.1.2","Karim?s iPhone","Workplace","11/24/2020 15:36:02"
"True","0c42d9e4-3be8-457b-a01c-346dc799ae93","Android","7.0","samsungSM-A520W","Workplace","3/3/2022 02:28:09"
"True","125938b0-bb74-40a1-8c17-f11c01209203","Windows","10.0.17134.1069","PMSCYUL1PLAP934","ServerAd","11/17/2020 02:04:46"
"True","ea5d93a5-a656-44a9-9a1c-ecb9aa268fee","Android","9.0","ConfRMExcellence_Android_2/21/2022_8:30 PM",,
"True","b670724c-ab6b-4265-a75a-ce8397ec8cd1","IPhone","12.1.4","Steven?s iPhone","Workplace","4/9/2020 22:27:50"
"True","52df8be4-bbb2-4de4-8525-6807296d0905","iOS","14.3","Sandra G","Workplace","2/3/2022 01:03:02"
"True","df66c267-cc83-4662-8e6c-7f9302d0a493","IPhone","13.3.1","MMF","Workplace","6/3/2020 01:28:17"
"True","741d6dcf-d938-49c4-b2f2-edb8fdcf06fa","IPhone","13.6","Project?s iPhone","Workplace","9/26/2021 07:40:01"
"True","c9e8a067-9cdb-42a6-84ae-578300e9e2c0","Windows","10.0.17763.914","LAPTOP-7ST9O4EF","Workplace","10/31/2021 15:51:53"
"True","d8953c70-de9a-4598-92a1-bb8b6edef162","IPhone","12.1.4","Instru","Workplace","3/21/2019 10:33:29"
"True","4af9cb92-0b71-4aa4-a4f4-f363d2e2867a","IPad","14.2","Clement?s iPad pro","Workplace","5/21/2021 15:44:27"
"True","0f96b175-aa25-4f51-b6e5-0bf1b26b6994","Windows","10.0.17134.471","PMSCYUL1PLAP607",,
"False","2f9621e7-369c-4117-a47b-4ec223324f57","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP939","ServerAd",
"True","ef0ac892-7c33-462c-bf37-147619bb07f7","IPad","11.4.1","iPad (4)","Workplace","7/5/2019 23:30:22"
"True","d38f0151-5f9d-41dc-87d5-22ed65dfe455","IPhone","13.7","iPhone","Workplace","9/13/2020 21:27:48"
"True","8eed6be6-dddb-4c42-905e-7ff9ab079ec6","IPad","13.2.3","Jay?s iPad","Workplace","3/6/2020 23:57:02"
"True","133dbbf4-aa05-452f-a6aa-40c8e5be808f","Windows 10 Pro","10.0 (18363)","CAN-TABLET3","ServerAd","4/12/2021 18:12:27"
"True","59345363-8277-4493-8bcc-39f75d4e7409","IPhone","14.6","iPhone","Workplace","2/11/2022 02:43:52"
"True","26d20452-76a5-4e40-82b6-bb1cb505c8dc","Windows","10.0.17763.0","user-PC","Workplace","3/12/2022 21:19:48"
"True","fe103105-df49-4024-8a2b-f1e884efb3b1","Android","6.0","AcerT08","Workplace","11/1/2021 01:47:18"
"True","b97624ac-f6fe-475d-98f3-df06fd8b1b4d","IPhone","13.2.3","Chantal?s iPhone","Workplace","1/7/2020 13:28:02"
"True","ae6370ca-a39a-4732-8ea5-0dc88fa8f076","IPhone","14.2","psimard_IPhone_2/16/2021_6:14 PM","Workplace","3/22/2021 13:04:47"
"True","33d1f0cb-f6b6-4fef-b97e-aeb610fea19e","IPhone","14.7.1","Nina?s iPhone","Workplace","1/4/2022 21:14:11"
"True","9cb1d7b8-d1f0-41e8-9984-654c3b50a87f","Windows",,"PHRPRGLABINS11","ServerAd",
"True","83a1fc7b-2fc1-4678-8edf-fbc0ecacfa33","IPhone","14.1","Lorna Alvaro","Workplace","1/13/2021 06:35:04"
"True","d3934e5e-686b-437e-a045-da5541ddeddd","Windows","10.0.17134.523","PMSCYUL1PLAP465",,
"True","f237487a-5c14-4c01-ae89-97f064a85dbe","Windows","10.0.17763.0","CAEDMNB38405","Workplace","6/22/2021 23:30:18"
"True","0b7e6c77-0a60-4e31-a1ce-6accc7d30bdd","Windows 10 Enterprise","10.0 (18363)","PMSCYUL1TLAP100","ServerAd","9/1/2020 19:16:28"
"True","83b1ed47-3e89-4ece-b4c2-2c9e37f45508","IPhone","12.2","PMS iPhone","Workplace","5/18/2019 18:31:42"
"True","522c681a-9de6-4650-a41a-723adb1aeb36","Windows","10.0.17134.706","PMSCYUL3PLAP102",,
"True","cd6765b9-77b7-4971-9613-59686f74aeb6","IPhone","14.3","iPhone","Workplace","12/29/2020 13:27:56"
"True","f93a5675-32c1-406a-872d-a9c308f24f8c","Windows","10.0.15063.0","PMSCYUL1PLAP655","Workplace","5/18/2018 14:14:47"
"True","5d91aab3-b07c-438c-b383-7f983d02de42","Android","8.0.0","samsungSM-G930W8","Workplace","11/28/2021 21:05:16"
"True","f6488c4a-e60f-4d44-ba51-266edfd6b77f","Windows","10.0.17134.706","PMSCYUL1PLAP273","ServerAd","9/20/2021 19:01:45"
"True","9fb8bf4e-47a6-4973-9158-97b0076a31d9","IPad","14.2","iPad de Charles","Workplace","1/2/2022 01:13:15"
"True","be4079f5-2de5-4836-838f-bafdf97d26cb","Windows","10.0.19042.928","PMSCYUL1PWKS050","ServerAd","5/1/2021 08:35:41"
"True","1c07c73a-c9e8-4d24-86a1-9a51f27c6ae1","IPhone","13.5.1","iPhone Pendo","Workplace","1/25/2021 01:29:26"
"True","3af3626f-7755-4b00-a9eb-c3d9b69e060c","IPhone","14.2","iPhone GS","Workplace","11/24/2020 16:13:18"
"True","6c553787-fa9b-4eee-968d-8c34581a2bb3","IPad","12.4.1","iPad de Charlotte","Workplace","3/3/2020 21:40:24"
"True","b42a1bf8-46e7-4b50-8841-5dc4b717451e","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PWKS009","ServerAd","2/4/2020 16:04:05"
"True","611996e3-45b6-4a96-bb0b-62ba48816775","IPhone","13.6","iPhone Martin","Workplace","11/4/2020 23:00:06"
"True","d40babe0-65b3-4207-9749-81228c349234","IPhone","14.4.1","mduperro_IPhone_3/25/2021_9:11 PM","Workplace","10/26/2021 17:52:12"
"True","77b56cb3-bbd9-4b67-a451-491fde17eb7d","IPhone","14.2","Chantal?s iPhone","Workplace","1/25/2021 17:26:04"
"True","3f9bb661-3273-4d60-847b-b7a7b3ca0acb","Windows 10 Enterprise","10.0 (15063)","PHARMAS-64N8DQ6","ServerAd","9/20/2018 12:35:00"
"True","fc7f56c0-21c5-4998-ae4d-d0f0f3fa2709","IPhone","14.3","iPhone","Workplace","12/14/2020 10:52:14"
"True","1591ec68-e036-496f-9869-87bc530d3a8b","Windows","10.0.19043.1348","SPCL005",,
"True","769f5668-f0f9-4b1d-b9c0-1de18ad9a3c2","IPhone","13.3.1","iPhone maria","Workplace","4/1/2020 19:35:06"
"True","15885231-7ddb-4a1f-8cda-b4be799ae9cf","IPhone","12.2","iPhone de Mathieu","Workplace","6/5/2019 16:31:33"
"True","ae94c6e3-d15b-4deb-b60c-5da42e7c07dd","Windows 10 Enterprise","10.0.19042.804","PMSCYUL1OLAP014","ServerAd","5/8/2021 20:52:25"
"True","1bcbf4f6-61ac-476a-b0f8-e098dd945971","Android","10","samsungSM-A705W","Workplace","10/20/2021 23:28:00"
"True","f35aa4c7-1fee-4106-9928-9a60e04c86d6","Windows","10.0.15063.0","PMSCYUL1PLAP638","Workplace","1/7/2019 16:01:09"
"True","f3bda50e-f5b6-428d-b10b-d377c6e2b1fd","Windows","10.0.15063.0","PMSCYUL1PLAP606","Workplace","7/10/2018 12:31:50"
"True","660b8d64-37bf-4e11-95a9-320619a558c7","Windows","10.0.17134.471","PMSCYUL1PLAP784",,
"True","d1769563-d4fb-4b1f-baa9-003738a6d1cb","Windows","10.0.17134.706","PMSCYUL1PLAP094",,
"True","43d43331-9dd9-4ba9-96c5-830f8a19a752","IPad","13.1.2","Alain?s iPad","Workplace","1/24/2020 17:36:12"
"True","59efb70e-2c6f-4035-aca3-3a569f5a2467","IPhone","14.8","iPhone de Sadjia",,
"True","4dbd7e9d-859f-4c9f-a3a0-9423213a6571","IPhone","14.7.1","iPhone de Patrick","Workplace","10/8/2021 21:25:36"
"True","91fc9aeb-74ea-41cd-b689-76bd075a04ab","Windows","10.0.15063.0","PMSCYUL1PLAP082","Workplace","7/30/2018 12:22:34"
"True","c47d7126-13c1-40a0-b92c-0e4af9be8f4b","IPhone","12.4","iPhone de Luc","Workplace","7/24/2019 17:22:16"
"True","9fbd2e72-e512-4120-af05-e634c59d00f4","Windows","10.0.19042.1348","DESKTOP-OPBIAGL","AzureAd","12/9/2021 19:27:18"
"True","670c3a52-ffe6-426c-90c4-e56bce8420b4","Windows","10.0.19041.1288","PMSCYUL1PLAP109","ServerAd","3/9/2022 20:35:27"
"True","fb380a3c-0f82-42e0-81de-fd0ffca9b231","Windows",,"PMSCYUL1PLAP045","ServerAd",
"True","8a2ef3c1-dc5f-467f-b37d-368b83cc36d2","IPhone","12.4.1","aboiscla?s iPhone","Workplace","12/3/2019 05:14:37"
"True","c4d40a37-7b8c-4c1c-b29f-08f70200199a","IPhone","14.7.1","iPhone","Workplace","10/12/2021 02:26:33"
"True","13d03aa5-1408-49ea-ab58-4a96e5659de2","Windows","10.0.15063.0","PMSCYUL1PLAP257","Workplace","9/27/2018 16:32:59"
"True","992c8d5b-8f0e-4e7e-a3d2-4dfe741643c1","Windows","10.0.17134.765","PMSCYUL1PLAP627",,
"True","d2701936-863a-42b4-b565-d421e4d35b7d","Windows","10.0.15063.0","PMSCYUL1PLAP218","Workplace","11/18/2018 21:30:03"
"True","6e4d0b64-77c6-4951-8390-930172317482","Windows","10.0.18363.657","DESKTOP-49BUK2I","Workplace","4/10/2020 21:49:51"
"True","1dd933b8-6dde-447f-8b5c-3966c4f526bb","Windows","10.0.19042.1165","TEGUAR-066","ServerAd","2/24/2022 13:50:39"
"True","8c7a36c5-3e4c-4778-91c0-54f46349a81e","Windows","10.0.19041.928","SHAI-SURFACEPRO","Workplace","8/31/2021 12:54:44"
"True","e1070390-3967-4263-882a-bea7f7ed0180","IPhone","12.4","Sarah?s iPhone",,"8/12/2019 16:34:06"
"False","004473cf-b5a0-45fe-b181-74fd7e3d35a3","Windows","10.0.18363.1916","PMSCYUL1PLAP152","ServerAd","1/6/2022 22:21:40"
"True","e04dd322-9608-46ca-b072-2294f0d6f727","Windows","10.0.19044.1526","PMSCYUL1PLAP994","ServerAd","2/16/2022 14:59:34"
"True","fddbad66-f9fa-4c75-9b77-8e58217a9e50","Windows","10.0.15063.0","PMSCYUL1PLAP120","Workplace","3/16/2018 18:58:39"
"True","e8857604-4318-47ea-aeff-28d9a34639b9","Windows","10.0.19042.1165","Teguar-036","ServerAd","9/10/2021 00:37:00"
"True","ff59b819-70d4-4a8e-9729-73986514b86d","Android","8.1.0","C_Darnley_Android_2/21/2022_6:16 PM",,
"True","bfac7892-9574-4ed3-92f4-6bc7f06ed4f6","IPad","14.2","Frederick?s iPad","Workplace","1/27/2021 20:08:40"
"True","8bfecf1b-4b5a-47c7-a489-c52ba99b08b0","IPhone","13.5.1","iPhone","Workplace","8/25/2020 20:21:53"
"True","52a42685-5ea9-405b-b679-fe0ad2839da5","IPhone","13.3","Frederick?s iPhone","Workplace","12/23/2020 13:54:46"
"False","1dc2049b-6c6f-43a8-acb5-0c877e60ccf6","Android","9","samsungSM-N950W","Workplace","3/6/2020 00:06:58"
"True","a04bf542-e08c-410b-8083-005b3af6649d","Android","9","LGELG-H873","Workplace","2/7/2021 21:24:29"
"True","c5adba2c-a0c2-4c1c-a5f5-387a8f3d5fb7","Windows","10.0.19042.985","FXCOYUL3PLAP478","Workplace","5/21/2021 17:13:47"
"True","263f01fb-687b-425f-9da8-9a01ec75348e","Windows","10.0.17763.0","CAEDMNB38546","Workplace","1/19/2022 17:34:24"
"True","bc254487-4240-4dc3-92a7-b9191898dca1","IPhone","14.2","iPhone","Workplace","1/17/2021 05:38:52"
"True","0a7b69cd-91d2-46ad-9bb9-8b0c0c5e5116","Android","8.0.0","samsungSM-G935W8","Workplace","1/27/2021 05:01:02"
"True","885f1b8b-473d-4960-a91e-dacdcd3187a3","iOS","14.2","iPhone de Annie","Workplace","11/3/2021 14:55:46"
"True","16df6195-ad3f-4844-a813-3308e70230aa","Windows","10.0.18363.1500","PMSCYUL3PLAP064",,
"True","819c79f4-e56d-4004-b812-ab415d210cea","Windows 10 Enterprise","10.0 (17134)","PMSCYUL3PLAP038","ServerAd","11/29/2018 18:28:09"
"True","3bb3809a-6767-4ead-9442-4db2f9ae19cd","IPad","14.8","Morris?s iPad (2)","Workplace","11/12/2021 19:57:25"
"True","cad41fdf-af4f-4f5d-ac31-78bf2a2ce2df","iOS","14.3","iPhone de Mohamed","Workplace","10/13/2021 16:02:52"
"True","229ad615-5ad9-4f4b-a6fd-56ab57b63917","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PWKS013","ServerAd","2/8/2020 11:08:06"
"True","24c4e43e-de9c-4cc3-85a1-1fad3e395b73","IPad","14.2","Richard Leiskau iPad (2)","Workplace","5/4/2021 15:00:42"
"True","c97a3976-eb0c-4dd4-8a16-1831419498cd","IPhone","13.1.3","slachanc?s iPhone","Workplace","12/6/2019 15:28:02"
"True","c851fea4-f69e-47e0-8d78-2fb747d2c8b8","IPad","13.3.1","iPad Pendo","Workplace","12/21/2020 03:43:43"
"True","9a2eb99c-6f95-417d-987f-a123b0ff2852","Windows","10.0.15063.0","PMSCYUL1PLAP206","Workplace","10/11/2018 12:29:56"
"True","a85794a9-b7fa-49e1-81ee-9827d0f05c52","IPhone","13.3.1","Valerie's iPhone","Workplace","9/6/2020 13:27:06"
"True","871d1e13-9dd9-4d17-96c3-18818d2b7543","Android","10","samsungSM-G975W","Workplace","8/20/2021 01:46:33"
"True","f7181e54-39b3-4005-bcba-1525fb0055e3","Windows","10.0.15063.0","PMSCYUL1PLAP492","Workplace","10/11/2018 03:59:39"
"True","c9cc21a1-4d70-4c92-b5d7-ff2b2e5894a2","Android","10","samsungSM-G965W","Workplace","11/24/2021 23:58:07"
"True","fdd47be1-01f5-4dbb-b292-d1aae5a0c9e5","IPad","12.1.4","iPad","Workplace","8/26/2019 02:30:35"
"True","6b349739-fcfc-4928-a944-8909b0a59fd6","IPhone","14.4.2","Yves?s iPhone","Workplace","10/5/2021 14:03:15"
"True","650e18b1-b9be-4656-9b85-459d98c01ce5","IPhone","14.1","Martin?s iPhone","Workplace","3/5/2021 07:29:10"
"True","7c16bfb0-1b70-489a-a0cd-a21bed0b3357","IPhone","14.4.1","iPhone de Louise marie","Workplace","8/14/2021 12:28:49"
"True","2f6d4498-1038-4806-a07a-efcb6301bd5e","Windows","10.0.19041.1348","PMSCYULPLAP845","ServerAd",
"False","49c987df-c508-48c0-9139-12ada354a52b","Windows","10.0.19042.1466","PMSCYUL1PLAP433","ServerAd","2/12/2022 09:52:32"
"True","71fed62b-3c9d-4d6d-ba6d-95e3b147359a","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PLAP018","ServerAd","7/19/2019 18:11:26"
"True","e33ba8b0-85f4-48ba-b351-88ea883f5a52","IPhone","12.2","iPhone (3)","Workplace","5/28/2019 01:01:29"
"True","ef1e771a-9758-404c-9075-e891ec3ba381","iOS","13.1.3","iPhone Juliana","Workplace","7/26/2020 23:38:37"
"True","e6264051-97bd-4473-b1f3-90b12034b5c1","IPhone","13.3.1","Qc lab","Workplace","10/19/2020 14:03:07"
"True","2e202893-9d12-487d-8c15-764d92962138","Windows","10.0.19042.1348","PMSCYUL1PLAPC06","ServerAd","12/13/2021 17:54:52"
"True","d2dacb65-7eef-425b-868d-d009e31ee34f","Windows","10.0.18363.1977","PMSCYUL1PLAP495","ServerAd","1/1/2022 02:04:56"
"True","546e42b9-7ad6-4005-878a-dd6ae1a1f177","IPhone","13.6","Dara?s iPhone","Workplace","10/26/2020 09:29:29"
"True","c75c584a-1f4d-4d1f-b900-66a1d45273b3","Windows","10.0.19042.1110","TEGUIAR-065",,
"True","d018d29e-95ec-4e79-a61f-a9486439331f","Windows","10.0.15063.0","PMSCYUL1PLAP503","Workplace","9/12/2018 03:03:29"
"True","f6ae2dc3-0151-44bb-a797-dca678bb1518","IPad","12.3.1","Donna's iPad","Workplace","7/7/2019 20:31:12"
"True","fca19b97-b643-4793-b203-90beba0bd496","IPhone","12.4.3","Inna?s iPhone","Workplace","7/21/2020 20:27:56"
"True","e088665f-acfc-4298-8a9e-da5c732144fd","Windows","10.0.18363.1440","DESKTOP-1944A3D","Workplace","2/4/2022 06:18:50"
"True","6d4898d6-a159-427d-869e-498fcc7dedd3","iOS","14.0.1","Steve?s iPhone","Workplace","1/14/2021 21:49:57"
"True","614806f9-5cb4-4367-a8c1-ec289d049b82","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP900","ServerAd","1/25/2019 01:36:54"
"True","790451b4-1222-46cf-aeec-aedc19994441","IPhone","11.2.6","Samba's iPhone","Workplace","2/9/2021 23:46:44"
"True","94fe8e1f-488d-454b-8601-035cb03251d4","Windows","10.0.15063.0","PMSCYUL1PLAP044","Workplace","12/6/2017 19:41:46"
"True","b9ae5b09-7ac2-4c73-91c4-0b25847ed9fd","Windows","10.0.17763.0","DESKTOP-KG0T09A","ServerAd","3/5/2021 15:14:14"
"True","7e4d5f78-a16d-47e8-b7c4-d0e260918183","Windows","10.0.15063.0","PMSCYUL3OLAP015","Workplace","1/8/2018 20:36:09"
"True","a4af1534-54b5-4750-b9aa-fcbd485add21","Windows","10.0.15063.0","PMSCYUL1PLAP599","Workplace","10/24/2018 19:27:34"
"True","3600268f-e7e4-48a8-9308-9786253bf2af","IPhone","14.7.1","Isabel?s iPhone",,
"True","1f5acb29-91e6-4b95-b77a-f1d7ea970259","iOS","14.0.1","Antoaneta?s iPhone","Workplace","2/16/2021 14:19:32"
"True","3f9d38cd-0d3a-4ae0-a0f6-6108d74fcb8a","IPhone","12.4.2","iPhone de Raynald","Workplace","10/18/2019 14:21:52"
"True","c62c69ea-6766-42c4-99c3-ea6d17a5672d","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP669","ServerAd","2/13/2020 15:31:12"
"True","ddf40636-222b-4b16-a290-cc31a20a21ab","Android","10","samsungSM-A705MN","Workplace","1/27/2021 04:06:41"
"True","622ff8ce-92bb-4c95-8723-4eebd3eb51e8","Android","9","samsungSM-G950W","Workplace","11/15/2021 09:43:26"
"True","e32eabfc-f10b-4d0a-8920-317554269794","Android","10","samsungSM-G960W","Workplace","5/27/2021 02:22:25"
"True","b2efe82e-7520-44da-b7d5-caa3d08a29a4","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP093$","ServerAd","9/21/2018 12:53:10"
"True","3b331fe5-21e3-4c79-8950-dfc08a62802e","IPhone","14.2","Chris?s iPhone","Workplace","3/16/2021 00:44:05"
"True","9e5658cf-2f5e-4927-8a5f-ea2f383c950e","Windows","10.0.19042.1237","PMSCYUL3PWKS002","ServerAd","10/7/2021 17:07:19"
"True","697bcde8-3409-430f-8dcc-56f4ccc3618b","IPhone","14.2","Romy?s iPhone 6s","Workplace","6/30/2021 14:07:09"
"True","af2da0e1-35f2-4c48-9963-50300752c407","IPhone","15.3.1","iPhone",,
"True","5531af4b-56a1-426c-a0d1-5af386cd93cd","Android","9","samsungSM-A105M","Workplace","2/10/2021 01:54:42"
"True","2dc97cc3-b2e2-4395-972c-b8c1bd09958b","Windows","10.0.15063.0","PMSCYUL1PLAP050","Workplace","12/14/2017 21:13:26"
"True","58b244ad-cb27-4f8c-9725-424242bfd994","IPhone","14.7.1","Olivier?s iPhone","Workplace","9/1/2021 11:28:10"
"True","51386fa3-0169-4431-b75a-998d7fb2357e","Windows","10.0.18363.1316","PMSCYUL1PLAP577","ServerAd","11/9/2021 23:56:13"
"True","cf010995-c230-43cc-b39f-a64279a5076e","Windows","10.0.19043.1237","PMSCYUL1PLAP808","ServerAd","10/18/2021 19:15:44"
"True","ea848ff9-0c18-426f-93f9-4bc9ce8a8fef","IPhone","14.7.1","iPhone",,
"True","27394889-bea9-467b-86f2-6697a2f3642c","IPhone","13.6.1","Marie-Christine's iPhone","Workplace","1/18/2021 23:43:51"
"True","4f8a405e-55f3-43b9-b03c-76fbdaa5b6aa","Windows","10.0.18363.0","DESKTOP-5G7O9E4","Workplace","12/16/2020 16:39:57"
"True","e40c5aaa-1606-49e3-8904-ebaa06b7d5c5","Windows","10.0.15063.0","PMSCYUL1PLAP332","Workplace","7/12/2018 18:49:31"
"True","dcce99eb-ace6-48e7-90f0-2cfbd1aca3a6","Windows","10.0.15063.0","PMSCYUL1PLAP180","Workplace","5/26/2018 13:31:05"
"True","cf51d1d2-b1d3-4ee9-bbf4-8c0e93e55505","Windows",,"PHRDVXLABWIN1","ServerAd","12/9/2021 16:13:42"
"True","1d9b831a-3d34-452b-9def-6026695566cb","Windows","10.0.18363.418","PMSCYUL1PWKS155","ServerAd","12/10/2020 21:38:05"
"True","52d21fa5-3834-4e04-8109-416ad0ea26c9","IPhone","11.4.1","Eddy?s iPhone",,
"False","36f744c4-76a8-4b93-9dae-fc3cb66775fd","iOS","13.6.1","Catalin?s iPhone","Workplace","12/27/2020 23:15:55"
"True","b50fddb4-fe0a-4e17-9fb9-f97fc2dd2e2c","IPhone","14.2","jbonin_IPhone_4/30/2021_5:33 AM","Workplace","12/6/2021 19:01:50"
"True","a2fe8be7-88b8-46f7-bd7e-715d3c842a50","Windows","10.0.17134.706","PMSCYUL1PLAP352",,
"True","90e1ee81-f457-4c25-92ba-4fd170692302","Windows","10.0.15063.0","PMSCYUL3PLAP009","Workplace","4/29/2018 22:01:34"
"True","249d0475-6767-4d4c-9bdb-d168c0c6c0c3","IPhone","12.3.1","iPhone","Workplace","6/27/2019 04:32:08"
"True","eda436f0-da31-4788-9a43-f850f1c5cc6e","Windows","10.0.17134.112","PMSCYUL1PLAP965",,
"True","e67ff033-6aa7-454e-8552-30d11eca16f1","Windows","10.0.19043.1237","PMSCYUL1PLAP620","ServerAd","2/2/2022 00:51:05"
"True","a518e068-a821-45b9-aea3-fa9ef338faad","IPhone","13.3","Opti","Workplace","6/4/2020 10:28:20"
"True","223eeeff-f557-439d-b269-6127ccd071be","Windows","10.0.17134.1304","PMSCYUL1PWKS088","ServerAd","3/30/2020 16:05:52"
"True","3f19ae70-8ba0-4e6a-bce4-b45a5ca3653a","IPad","13.7","Marc?s iPad (2)","Workplace","10/30/2020 19:39:00"
"True","d3ff3590-39c1-4548-907b-16cfdb9234b4","Windows","10.0.15063.0","LAPROY-HNZ04H2","Workplace","8/16/2018 15:17:38"
"True","ae5e4173-e430-4a80-b9e4-2425c71532b5","Windows","10.0.15063.0","LR-5CG7264X6D","Workplace","4/27/2018 11:24:57"
"True","098bddb4-6280-4bb2-8da1-91da01d7b553","Windows","10.0.15063.0","PMSCYUL1PLAP614","Workplace","7/26/2018 21:17:18"
"True","0a187395-26ad-404d-84ca-bb3012959cce","IPhone","12.4.1","iPhone","Workplace","5/2/2020 21:28:11"
"True","9adc7845-5065-42be-8b09-42515fd24206","IPhone","12.4.8","Julie Shareck iPhone","Workplace","11/19/2020 21:30:32"
"True","9e48080b-4236-4d0d-95bd-230a70d7b32a","IPhone","12.3.1","iPhone (3)","Workplace","7/27/2019 05:31:19"
"True","1ce463ba-ac05-4b92-9e65-84b52a34dc5e","IPhone","13.1.3","iPhone","Workplace","10/23/2019 04:38:56"
"True","7f880ee3-7211-4fd1-8d24-98949401e206","iOS","14.4","Lina?s iPhone","Workplace","2/7/2022 11:57:33"
"True","b8ec1567-d3f6-4a66-ad8a-58f4d5e6d9ac","IPhone","12.1","Manon's iPhone","Workplace","4/20/2019 14:31:29"
"True","53764156-b8a0-405b-bf91-619b79262561","IPhone","14.2","hyung_IPhone_4/29/2021_6:53 PM","Workplace","2/9/2022 17:49:55"
"True","bc4c15ec-b2d0-4ea6-bb01-2484568fab2a","IPad","15.1","Paulo?s iPad","Workplace","3/1/2022 22:47:02"
"True","1ddd9f4e-5445-4a14-9f89-31b9c0fc9972","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PLAP806","ServerAd",
"True","d86e4fc9-0819-4231-86bc-bd6b87011836","iOS","12.1.4","Shanaan?s iPad","Workplace","2/7/2019 21:37:52"
"True","59fa9a65-815e-4f7c-b255-ba2f4894bdd8","Windows 10 Enterprise","10.0 (15063)","PMSCYUL3PLAP116","ServerAd","11/30/2018 15:17:34"
"True","6eb3e3f8-a486-44ab-a55a-e16fe6e6078e","iOS","14.3","Eric? iPhone","Workplace","1/16/2022 19:01:12"
"True","1b650871-f588-4c1d-85de-89ed79a0b416","Windows","10.0.15063.0","PMSCYUL1PLAP196","Workplace","9/28/2018 04:43:00"
"True","fa12f5f8-1774-4822-b8c2-6d96869f33de","Windows","10.0.17134.523","PMSCYUL1PLAP034",,
"True","b1fa5426-8ffe-4614-b828-466e785e1583","IPhone","14.2","Iphone 7","Workplace","11/10/2020 10:27:43"
"True","8752d484-87d8-40bc-aa3e-07122d11b83d","IPhone","13.3","Antoine?s iPhone","Workplace","10/3/2020 05:27:45"
"True","50f14204-0725-4e50-bba9-add39afe4188","iOS","14.3","iPhone","Workplace","12/22/2021 17:06:48"
"True","158af2dc-7a46-4748-a9e7-760cfa4011fc","iOS","14.3","iPhone de Mouhamadou","Workplace","3/29/2021 14:39:40"
